road,modal_class,segments,mean_lanes,mean_speed_kmh,oneway_share,transit_share,commercial_share,junction_share,unpaved_share,lanes_imputed_share,speed_imputed_share,mean_segment_score,category,confidence
Praça Kantuta,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Inácio Arruda,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Abreu Sodre,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Roque Friguglietti,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Lucas Alber,residential,1,1.0,40,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Travessa Lucas Alber,residential,1,1.0,40,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Vila Santa Teresa,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Alexandre da Conceição,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Agostinho Lattari,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rua Irene de Mello,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Travessa Valentin Jenai,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Rua Anita Ferraz,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua do Lucas,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Francisco Chiancone,residential,1,1.0,40,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Travessa Pedro Anderlini,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Antônio Figueiroa,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Vila Pardelli,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Galofre,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Praça Manuel Galan,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Perdões,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Xavier de Almeida,residential,3,1.0,30,0.33,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Vila Martha,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Simão Pereira,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Villaggio di Siena,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Travessa Francisco Santurini,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Doutor Oliveira Pinto,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rua Madre de Deus,residential,18,1.0,30,0.78,0.0,0.89,0.17,0.0,1.0,1.0,9.9,Low,low
Rua Henrique Martins,residential,6,1.2,35,0.17,0.0,0.83,0.0,0.0,0.83,0.5,9.8,Low,low
Rua Heitor de Morais,residential,5,1.0,30,0.2,0.2,0.6,0.2,0.0,1.0,1.0,9.8,Low,low
Rua Cônego Antônio Lessa,residential,5,1.2,32,0.2,0.0,0.8,0.0,0.0,0.8,0.8,9.8,Low,low
Rua Jorge Coelho,residential,3,1.7,30,1.0,0.0,0.0,0.67,0.0,0.33,1.0,9.7,Low,low
Rua Américo Vespucci,residential,3,1.0,33,0.67,0.0,0.33,1.0,0.0,1.0,0.67,9.7,Low,low
Alameda Dino Bueno,residential,9,1.0,30,1.0,0.0,0.67,0.44,0.0,0.89,1.0,9.7,Low,low
Rua Doutor Carlos Guimarães,residential,3,1.3,40,0.33,0.0,0.67,0.0,0.0,0.67,0.0,9.7,Low,medium
Rua Jesuíno Arruda,residential,2,1.5,30,0.5,0.0,0.5,0.0,0.0,0.5,1.0,9.5,Low,low
Praça Pinheiro Raposo,residential,2,1.0,30,1.0,0.5,0.0,0.5,0.0,1.0,1.0,9.5,Low,low
Praça Monteiro dos Santos,residential,4,1.0,30,1.0,0.5,0.0,0.5,0.0,1.0,1.0,9.5,Low,low
Praça Florence Nightingale,residential,4,1.0,30,1.0,0.5,0.0,0.5,0.0,1.0,1.0,9.5,Low,low
Rua São João Batista,residential,2,1.5,30,0.5,0.0,0.5,0.0,0.0,0.0,1.0,9.5,Low,medium
Rua Doutor Dolzani,residential,3,1.3,30,0.33,0.0,0.0,1.0,0.0,0.67,1.0,9.3,Low,low
Rua Cesário Alvim,residential,4,1.8,30,1.0,0.0,0.25,0.0,0.0,0.25,1.0,9.2,Low,low
Rua Mituto Mizumoto,residential,3,2.0,30,0.67,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Alfredo Maia,residential,1,2.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Rua Peruíbe,residential,1,2.0,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Rua Antônio Felício,residential,1,2.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Antilhas,residential,1,2.0,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Rua José Zappi,residential,5,1.0,30,0.6,0.0,0.8,0.0,0.0,1.0,1.0,9.0,Low,low
Rua Uruana,residential,1,2.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Doutor Silva Leme,residential,1,2.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Rua Boracéia,residential,2,2.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Rua Doutor Paulo Vieira,residential,1,2.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Rua Belisário de Sousa,residential,1,2.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Rua José Kauer,residential,1,2.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Rua Padre Lima,residential,1,2.0,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Doutor Eduardo Gonçalves,residential,1,2.0,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Cipriano Juca,residential,1,2.0,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Vitor Dubugras,residential,1,2.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Rua Herculano,residential,1,2.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Antônio Afonso,residential,1,2.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua do Areal,residential,1,2.0,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Vittorio Fasano,residential,1,2.0,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Sarandi,residential,1,2.0,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Praça Redenção da Serra,residential,2,2.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Guará,residential,1,2.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Jansen,residential,1,2.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Rua Teodureto Souto,residential,28,1.0,30,0.71,0.0,0.68,0.14,0.0,1.0,1.0,8.8,Low,low
Rua Chile,residential,4,1.0,30,0.75,0.0,0.75,0.0,0.0,0.5,1.0,8.8,Low,low
Rua Domingos Leme,residential,8,1.0,30,0.5,0.0,0.75,0.0,0.0,1.0,1.0,8.8,Low,low
Rua Petrópolis,residential,4,1.0,30,0.75,0.0,0.75,0.0,0.0,1.0,1.0,8.8,Low,low
Rua Entá,residential,4,1.0,30,0.75,0.0,0.75,0.0,0.0,1.0,1.0,8.8,Low,low
Rua Coronel Cintra,residential,3,1.0,30,1.0,0.0,0.33,0.67,0.0,1.0,1.0,8.7,Low,low
Rua Largo do Redentor,residential,3,1.7,30,0.33,0.0,0.0,0.33,0.0,0.0,1.0,8.7,Low,medium
Rua Gassipós,residential,3,1.0,30,1.0,0.0,0.33,0.67,0.0,1.0,1.0,8.7,Low,low
Rua Marieta,residential,3,1.0,30,0.33,0.0,0.33,0.67,0.0,1.0,1.0,8.7,Low,low
Rua Avaré,residential,7,1.0,30,0.57,0.0,0.71,0.0,0.0,1.0,1.0,8.6,Low,low
Rua Gustavo Teixeira,residential,5,1.0,30,0.6,0.0,0.6,0.2,0.0,0.8,1.0,8.6,Low,low
Rua Cuba,residential,4,1.2,30,0.75,0.0,0.5,0.0,0.0,0.5,1.0,8.5,Low,low
Rua Gaspar Lourenço,residential,5,1.0,30,0.4,0.2,0.2,0.4,0.0,1.0,1.0,8.4,Low,low
Rua Apa,residential,3,1.0,30,0.33,0.0,0.67,0.0,0.0,0.67,1.0,8.3,Low,low
Rua Nelson de Moraes Lopes,residential,3,1.0,40,1.0,0.0,0.67,0.0,0.0,1.0,0.0,8.3,Low,medium
Rua Descalvado,residential,3,1.0,30,0.0,0.0,0.67,0.0,0.0,1.0,1.0,8.3,Low,low
Rua Pombal,residential,3,1.0,37,0.0,0.0,0.67,0.0,0.0,1.0,0.33,8.3,Low,low
Avenida Sargento Mário Kozel Filho,residential,3,1.0,30,1.0,0.0,0.67,0.0,0.0,1.0,1.0,8.3,Low,low
Travessa dos Estudantes,residential,3,1.0,30,0.0,0.0,0.67,0.0,0.0,1.0,1.0,8.3,Low,low
Rua Particular,residential,3,1.0,30,0.0,0.0,0.67,0.0,0.0,1.0,1.0,8.3,Low,low
Travessa Suzana de Campos,residential,3,1.0,30,0.0,0.0,0.67,0.0,0.0,1.0,1.0,8.3,Low,low
Rua Antônio da Silveira,residential,3,1.0,30,0.0,0.0,0.67,0.0,0.0,1.0,1.0,8.3,Low,low
Rua Polônia,residential,4,1.0,30,0.75,0.0,0.5,0.25,0.0,0.75,1.0,8.2,Low,low
Rua Suiça,residential,11,1.0,30,0.73,0.0,0.64,0.0,0.0,0.64,1.0,8.2,Low,low
Rua Elisa Pizzoti,residential,4,1.0,35,0.5,0.0,0.5,0.25,0.0,1.0,0.0,8.2,Low,medium
Rua Barão de Jaguara,residential,4,1.5,30,1.0,0.0,0.25,0.0,0.0,0.5,1.0,8.2,Low,low
Rua Grécia,residential,8,1.0,30,0.75,0.0,0.62,0.0,0.0,1.0,1.0,8.1,Low,low
Rua Viradouro,residential,1,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Adolfo Tabacow,residential,3,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Cesar Cantu,residential,2,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua do Piquete,residential,2,1.0,30,0.5,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Mont'Alverne,residential,3,1.0,30,0.67,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Firmiano Pinto,residential,2,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,Low,medium
Rua Professor Ulpiano Pinto de Souza,residential,1,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Odorico Mendes,residential,1,1.0,40,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,Low,medium
Rua Sinimbú,residential,2,1.0,30,0.5,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Nair de Teffé,residential,1,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Dom Rodó,residential,2,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Jacofer,unclassified,1,1.0,40,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,Low,low
Rua Itobi,residential,1,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua São Bartolomeu,residential,1,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua dos Clerigos,residential,2,1.0,30,0.5,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Possidônio Inácio,residential,2,1.0,30,0.5,0.0,0.0,1.0,0.0,1.0,0.5,8.0,Low,low
Rua Mateus José,unclassified,1,1.0,40,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,Low,low
Praça Wendell Wilkie,residential,2,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua César Beccaria,residential,2,1.0,30,0.5,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Fonseca Galvão,residential,1,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Ana Demerson,residential,1,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Praça São Vito,residential,3,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Comendador Assad Abdalla,residential,2,1.0,30,0.5,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Nicarágua,residential,1,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Avenida Doutor José Higino,residential,2,1.0,30,0.5,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Ibitinga,residential,2,1.0,30,0.5,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Pereira da Nóbrega,residential,3,1.3,30,0.0,0.0,0.33,0.0,0.0,0.67,1.0,8.0,Low,low
Rua Doutor Clemente Jobim,residential,1,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Doutor Roberto de Almeida Vinhas,residential,2,1.0,30,0.5,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Praça Jerusalém,residential,1,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,Low,medium
Rua Ministro Firmino Whitaker,residential,1,1.0,20,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,Low,medium
Praça Luis Pizzoti,residential,1,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,Low,medium
Rua Manaus,residential,1,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Luís Machado Pedrosa,residential,1,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Gracindo de Sá,residential,1,1.0,30,1.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Joseph Nigri,residential,3,1.3,30,0.67,0.0,0.33,0.0,0.0,0.0,1.0,8.0,Low,medium
Praça Álvaro Cardozo de Moura,residential,1,1.0,40,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,Low,medium
Rua Padre Galanti,residential,1,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Rua Itália,residential,12,1.3,30,0.83,0.0,0.25,0.08,0.0,0.83,1.0,7.8,Low,low
Rua França,residential,5,1.0,30,0.6,0.0,0.2,0.6,0.0,1.0,1.0,7.8,Low,low
Rua Conselheiro João Alfredo,residential,5,1.0,40,0.8,0.0,0.0,0.2,0.0,0.8,0.2,7.8,Low,medium
Rua dos Gusmões,residential,4,1.0,30,0.75,0.0,0.25,0.5,0.0,1.0,1.0,7.8,Low,low
Rua São Lázaro,residential,3,1.7,30,0.67,0.0,0.0,0.0,0.0,0.33,1.0,7.7,Low,low
Rua Dona Avelina,residential,3,1.0,30,1.0,0.0,0.33,0.33,0.0,1.0,1.0,7.7,Low,low
Rua México,residential,7,1.0,30,0.71,0.0,0.0,0.86,0.0,1.0,0.86,7.6,Low,low
Rua Vinte e Quatro de Maio,residential,2,1.0,20,1.0,0.0,0.5,0.0,0.0,1.0,0.0,7.5,Low,medium
Rua Doutor Bráulio Gomes,residential,2,1.0,35,1.0,0.0,0.5,0.0,0.0,0.0,0.5,7.5,Low,medium
Praça Libertador Simón Bolívar,residential,2,1.0,30,1.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Escobar Ortiz,residential,2,1.0,30,0.5,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua do Livramento,residential,2,1.0,30,1.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Gomes Cardim,residential,2,1.0,30,0.5,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Alexandre Levi,residential,2,1.0,30,0.5,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Doutor Elias Chaves,residential,2,1.0,30,1.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Valdemar Dória,residential,4,1.0,40,0.0,0.0,0.5,0.0,0.0,1.0,0.0,7.5,Low,medium
Rua Grajaú,residential,4,1.0,30,0.25,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Frei Inácio Gau,residential,2,1.0,30,0.5,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Leme,residential,2,1.0,30,0.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Eiras Garcia,residential,2,1.0,30,0.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Álvaro Neto,residential,2,1.0,30,1.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Adriano Francisco Genovesi,residential,2,1.0,30,1.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Inrebra,residential,2,1.0,30,1.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Allan Kardec,residential,2,1.0,30,1.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua do Cristal,residential,1,1.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,Low,high
Rua Professor Murtinho,residential,2,1.0,30,0.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua João Lopes,residential,2,1.0,30,0.5,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Travessa Alfredo Volpi,residential,2,1.0,30,0.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Praça Borborema,residential,2,1.0,30,0.5,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Rua Dom Duarte Leopoldo,residential,9,1.3,30,0.56,0.0,0.22,0.0,0.0,0.56,1.0,7.4,Low,low
Rua Peru,residential,5,1.0,30,0.8,0.0,0.2,0.4,0.0,0.6,1.0,7.2,Low,low
Rua Almirante Lobo,residential,4,1.2,30,0.5,0.0,0.25,0.0,0.0,0.75,1.0,7.2,Low,low
Rua Bauru,residential,4,1.0,30,0.5,0.0,0.0,0.75,0.0,1.0,0.5,7.2,Low,low
Rua Mathilde Sá Barbosa,residential,3,1.0,30,0.67,0.0,0.0,0.67,0.0,1.0,1.0,7.0,Low,low
Rua Mário de Alencar,residential,2,1.5,30,0.5,0.0,0.0,0.0,0.0,0.5,0.5,7.0,Low,medium
Rua Rocha Galvão,residential,2,1.5,30,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.0,Low,low
Rua Pedro Pomponazzi,residential,5,1.0,30,0.6,0.0,0.4,0.0,0.0,1.0,1.0,7.0,Low,low
Rua Djalma Dutra,residential,2,1.5,30,0.5,0.0,0.0,0.0,0.0,0.5,1.0,7.0,Low,low
Rua da Juta,residential,2,1.5,35,0.5,0.0,0.0,0.0,0.0,0.5,0.5,7.0,Low,low
Rua Bonitos,residential,3,1.0,30,1.0,0.0,0.0,0.67,0.0,1.0,1.0,7.0,Low,low
Rua Bissau,residential,2,1.5,30,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.0,Low,low
Rua Espanha,residential,10,1.4,30,0.7,0.0,0.0,0.1,0.0,0.1,0.8,6.9,Low,low
Rua Santa Ifigênia,residential,5,1.0,32,1.0,0.0,0.0,0.6,0.0,1.0,0.8,6.8,Low,low
Rua Marina Cintra,residential,5,1.0,30,1.0,0.0,0.0,0.6,0.0,1.0,1.0,6.8,Low,low
Rua Maranjaí,residential,5,1.2,32,0.8,0.0,0.2,0.0,0.0,0.8,0.8,6.8,Low,low
Rua Noruega,residential,3,1.0,30,0.67,0.0,0.33,0.0,0.0,1.0,1.0,6.7,Low,low
Rua Aquiles Masetti,residential,3,1.0,30,0.0,0.0,0.33,0.0,0.0,1.0,1.0,6.7,Low,low
Rua Vigário João Álvares,residential,3,1.0,30,0.67,0.0,0.33,0.0,0.0,1.0,1.0,6.7,Low,low
Rua Freire da Silva,residential,3,1.0,33,0.67,0.0,0.33,0.0,0.0,1.0,0.67,6.7,Low,low
Rua Guia Lopes,residential,3,1.0,30,1.0,0.0,0.33,0.0,0.0,1.0,1.0,6.7,Low,low
Rua Itatinga,residential,3,1.0,30,0.33,0.0,0.33,0.0,0.0,1.0,1.0,6.7,Low,low
Rua Antônio Augusto Covelho,residential,3,1.0,30,0.67,0.0,0.33,0.0,0.0,1.0,1.0,6.7,Low,low
Rua Piracanjuba,residential,3,1.0,30,0.0,0.0,0.33,0.0,0.0,1.0,1.0,6.7,Low,low
Rua Umuarama,residential,5,1.0,30,0.6,0.0,0.2,0.2,0.0,1.0,1.0,6.6,Low,low
Praça Cornélia,residential,2,1.0,30,1.0,0.0,0.0,0.5,0.0,1.0,1.0,6.5,Low,low
Praça Rolândia,residential,2,1.0,30,1.0,0.0,0.0,0.5,0.0,1.0,1.0,6.5,Low,low
Rua Emílio Pestana,residential,2,1.0,30,0.5,0.0,0.0,0.5,0.0,1.0,1.0,6.5,Low,low
Rua Beneficência Portuguesa,residential,2,1.0,30,1.0,0.0,0.0,0.5,0.0,1.0,1.0,6.5,Low,low
Praça São Francisco da Glória,residential,4,1.0,30,0.0,0.0,0.0,0.5,0.0,1.0,1.0,6.5,Low,low
Rua Paul Klee,residential,2,1.0,30,1.0,0.0,0.0,0.5,0.0,1.0,1.0,6.5,Low,low
Rua Luís Pereira de Almeida,residential,5,1.2,34,0.8,0.0,0.0,0.2,0.0,0.0,0.6,6.4,Low,medium
Rua Dona Ana Neri,residential,7,1.1,34,0.57,0.0,0.0,0.29,0.0,0.86,0.57,6.4,Low,low
Rua Doutor Almeida Lima,residential,8,1.0,30,0.62,0.0,0.12,0.25,0.0,1.0,0.88,6.4,Low,low
Rua Prudente Correia,residential,3,1.3,30,0.67,0.0,0.0,0.0,0.0,0.67,1.0,6.3,Low,low
Rua Tubarana,residential,2,1.0,40,1.0,0.0,0.0,0.0,0.0,0.5,0.5,6.2,Low,low
Rua Doutor Luiz Gonzaga Pinto Saraiva,residential,5,1.0,34,0.8,0.0,0.0,0.4,0.0,0.2,0.0,6.2,Low,medium
Avenida Prefeito Fábio Prado,residential,3,1.0,30,1.0,0.0,0.0,0.33,0.0,1.0,1.0,6.0,Low,low
Rua André de Leão,residential,4,1.2,30,0.75,0.0,0.0,0.0,0.0,0.75,1.0,6.0,Low,low
Rua Mariz e Barros,residential,3,1.0,30,0.33,0.0,0.0,0.33,0.0,1.0,1.0,6.0,Low,low
Rua Alcindo Guanabara,residential,3,1.0,30,0.67,0.0,0.0,0.33,0.0,1.0,1.0,6.0,Low,low
Rua Sete Pontes,residential,3,1.0,30,0.67,0.0,0.0,0.33,0.0,1.0,1.0,6.0,Low,low
Rua Senador Carlos Teixeira de Carvalho,residential,6,1.0,30,0.67,0.0,0.17,0.0,0.0,1.0,1.0,5.8,Low,low
Rua Sofia,residential,6,1.0,30,0.67,0.0,0.17,0.0,0.0,1.0,1.0,5.8,Low,low
Rua Mariano Procópio,residential,4,1.0,30,0.25,0.0,0.0,0.25,0.0,1.0,1.0,5.8,Low,low
Rua Guilherme Maw,residential,4,1.0,30,1.0,0.0,0.0,0.25,0.0,1.0,1.0,5.8,Low,low
Rua Sanches Brandão,residential,4,1.0,30,0.75,0.0,0.0,0.25,0.0,1.0,1.0,5.8,Low,low
Rua Oliveira Lima,residential,7,1.0,34,0.57,0.0,0.14,0.0,0.0,1.0,0.57,5.7,Low,low
Praça Horácio Sabino,residential,5,1.0,30,0.6,0.0,0.0,0.2,0.0,1.0,1.0,5.6,Low,low
Rua Ubatuba,residential,5,1.0,30,0.6,0.0,0.0,0.2,0.0,0.8,0.6,5.6,Low,low
Rua Inglaterra,residential,11,1.1,30,0.82,0.0,0.0,0.09,0.0,0.91,1.0,5.6,Low,low
Rua Irmã Simpliciana,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Cristóvão Diniz,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua do Boticário,residential,2,1.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,high
Rua Conselheiro Lafaiete,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Iguaruçu,residential,1,1.0,30,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Itapirapés,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Lucrécia Leme,residential,1,1.0,30,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua São Giusto,residential,1,1.0,30,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Doutora Romilda Valentino,residential,3,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Silveira Campos,residential,4,1.0,25,0.5,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Low,medium
Rua Henrique Coelho,residential,2,1.0,30,0.5,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Urimonduba,residential,1,1.0,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Low,medium
Rua Romilda Margarida Gabriel,residential,1,1.0,30,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Japão,residential,1,1.0,30,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Callimaque,residential,1,1.0,30,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Macurapé,residential,1,1.0,30,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Lício Nogueira,residential,2,1.0,30,0.5,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Garimpeiros,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Jusseape,residential,1,1.0,30,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua José Gonçalves de Oliveira,residential,2,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Salvador Cardoso,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rua Cojuba,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
