road,modal_class,segments,mean_lanes,mean_speed_kmh,oneway_share,transit_share,commercial_share,junction_share,unpaved_share,lanes_imputed_share,speed_imputed_share,mean_segment_score,category,confidence
Ingalwadi Lane,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dayawati Modi Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. Joseph's Avenue,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Guru Gangeshwar Marg,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
34th Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
35th Road,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
37th Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Gangawadi Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Gopal Lane,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Laxminarayan Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Mahindra Park Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Netaji Palkar Marg,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Sanitorium Lane,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
TPS Lane 3,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Khot Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rajaram Bane Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dhamma Kutti Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Khimji Punja Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Mavla Maratha Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rajawadi Road Number 4,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ramachandra Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shree Harishwar Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Last Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Babu Kamble Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rajawadi Road Number 3,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Brahman Wadi Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
father peter periera road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Jagdusha Nagar,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Chinchpokli Rd,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dr Ratnakar Bhaindarkar Rd,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
National Library Road / Nandi Galli,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Prabhu Ramchandra Mandir Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
SJ Joshi Marg,residential,2,1.0,30,0.5,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
RJ Gaikwad Marg,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Navjivan Society Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Postal Colony Lane 2,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Din-Quarry Deonar-Farm Link road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Eden Garden Bunglows Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
VashiNaka Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Saras Baug internal private road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Kuttiwadi Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Tertullian Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shivaji Nagar Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shankar Mandir Road,residential,1,1.0,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mysore Colony owned Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
janta raod,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
9th Cross Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Gregorios Path,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
4th Cross Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Vithoba Nathu Gawad Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Suresh Pednekar Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
datta mandhiar foot path,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bandh Creek Road 2,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
20th A Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Cozihom Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
HS Revdankar Marg,residential,3,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Mangelwadi Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bandh Creek Road 3,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ajmera l-Land Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
27th Road (Pandurang Ashram Marg),residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. Andrew Road Extension,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Cemetry Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
NL Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Tajjushsharia Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bandh Creek Road 1,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Mia Mohd Chhotani Cross Road No. 3,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
3rd Gaothan Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Krishna Niwas Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
1st Gaothan Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Pushpavihar road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Kapadia Main Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Culbaver road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Sumantai Mhatre Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Bimal Roy Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
R. B. Vasudevrao Anant Bambardekar Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
30th Road (Dr KS Hedgewar Road),residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Matunga Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Vidhya Nagari Street,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No.2,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Marinagar Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Father peter periera road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Borbadevi Nagar street,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Shri Ramnath Parkar Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road 21,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St Paul Road Extension,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Nibbana Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Pali Market Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Chandavarkar Marg,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
N B Patil Marg,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Culbaver Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St. Cyril Road Extension,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
L J Cross Road 1,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Jogiraj Ashram Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Rizvi College Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Manuel Menezes Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Smokers lane,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Railway Colony Road,residential,7,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
"20th Road, St.Elias Marg",residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Borbadevi Nagar Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Don Bosco Campus Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Parsi Colony Road No 9,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Parsi Colony Road No 10,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Kolifornia street,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Cross Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
St John Road Extension,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,Low,medium
Chavkute Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Ganesh Nagar,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Road No 20,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Vitta Sanchay Internal road,residential,4,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Cross Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Galaxy Apartments Road,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Vitta Sanchay Parking Internal road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Mohmmad Road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Haji Mohammad Noora Road,residential,1,1.0,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Road No.15,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
4th Lane,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Buntar Bhavan Cross road,residential,2,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Pushpa Vihar Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Keluskar Road North,residential,4,1.0,30,0.0,0.0,0.5,0.75,0.0,1.0,1.0,9.8,Low,low
Nargis Dutt Road,residential,4,1.0,30,0.0,0.0,0.75,0.25,0.0,1.0,1.0,9.5,Low,low
S. G. Joshi Marg,residential,1,2.0,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Low,medium
Harba Mauli Rd Pier No. 3,residential,2,2.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Patil Pada Pier no 2,residential,1,2.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Low,high
Road Number 5,residential,4,1.0,30,0.0,0.0,0.75,0.0,0.0,1.0,1.0,8.8,Low,low
Sant Chokha Mela Path,residential,5,1.2,32,0.0,0.2,0.0,0.0,0.0,1.0,1.0,8.8,Low,low
Keluskar Road South,residential,5,1.2,32,0.0,0.0,0.6,0.0,0.0,0.8,0.8,8.8,Low,low
Kamaraj Nagar Road,residential,4,1.0,30,0.0,0.0,0.75,0.0,0.0,1.0,1.0,8.8,Low,low
Mysore Colony Connector,residential,5,1.0,30,0.0,0.0,0.6,0.2,0.0,1.0,1.0,8.6,Low,low
Road 1,residential,5,1.0,30,0.0,0.0,0.6,0.2,0.0,1.0,1.0,8.6,Low,low
Dr Narayan Joshi Rd,residential,3,1.0,30,0.0,0.0,0.67,0.0,0.0,1.0,1.0,8.3,Low,low
Sarojini Road,residential,3,1.0,30,0.0,0.0,0.67,0.0,0.0,1.0,1.0,8.3,Low,low
Road 3,residential,3,1.0,30,0.0,0.0,0.67,0.0,0.0,1.0,1.0,8.3,Low,low
Danda Creek Road,residential,4,1.0,30,0.0,0.0,0.5,0.25,0.0,1.0,1.0,8.2,Low,low
Dnanyeshwar Mandir Marg,residential,1,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Sufras Street,residential,2,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Pipe Line Road,residential,5,1.0,30,0.0,0.0,0.6,0.0,0.0,1.0,1.0,8.0,Low,low
3rd Lane,residential,2,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
R C Marg,residential,2,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Inlaks Hospital Road,residential,4,1.0,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,Low,low
Salt Pan Road,residential,4,1.0,30,0.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Road No 28B,residential,4,1.0,30,0.0,0.0,0.5,0.0,0.0,1.0,1.0,7.5,Low,low
Maneklal Mehta Road,residential,3,1.0,30,0.0,0.0,0.33,0.0,0.0,1.0,1.0,6.7,Low,low
Janata Society Road,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
G Dardi Marg,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
L Kasbe Marg,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
R Jaimal Yagnik Road,residential,2,1.0,30,0.5,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Madhavdas Pasta Marg,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Old CST Road,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Adarsh Lane,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Jain Derasar Marg,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
BC Chatterjee Marg,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
St Francis Road,residential,2,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Nariman Road,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Pheroze Shah Mehta Road,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
M Dandekar Marg,residential,4,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Varinpada Pier No.1,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Dr Nandita Rane's Eye Clinic,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Low,medium
Road 4,residential,3,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Vashinaka Road,residential,2,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
S Nagar Road,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Bhavani Lane,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Bhagwan Mahaveer Lane,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Bhaweshwar Road,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Pestom Sagar Road Number 3,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Bhanushali Lane,residential,2,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Joshi Lane,residential,2,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
SaiBaba Lane,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Bazar Ward Road,residential,5,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Narayan D Mistri Marg,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Nehru Nagar Police Station Marg,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Nityanand Baug Road,residential,3,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Trilok Kapoor Marg,residential,3,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
KN Gaikwad Marg,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Sanjana Lane,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
market road,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Dr M P Vaidya Marg,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Varinpada Gully,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Razia Pathan Lane,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Danda Seaface Promenade,residential,2,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
MIG Colony Road,residential,2,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Kolifornia Street,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Harbhanji Lane,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Khimji Lane,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Rajesh PK Society Road,residential,1,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Arihant Road,residential,2,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Low,low
Danda-Juhu-Versova beach walk,residential,1,1.0,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,Low,low
